time,date,dir,result,pnl,hold
2026-05-18 09:10:00-05:00,2026-05-18,SHORT,target,0.3,4.0
2026-05-18 09:20:00-05:00,2026-05-18,SHORT,target,0.3,2.0
2026-05-18 09:30:00-05:00,2026-05-18,SHORT,target,0.3,6.0
2026-05-18 11:25:00-05:00,2026-05-18,SHORT,stop,-0.3,5.0
2026-05-22 13:10:00-05:00,2026-05-22,SHORT,scratch,0.11465545722040256,16.0
2026-05-26 08:45:00-05:00,2026-05-26,SHORT,target,0.3,3.0
2026-05-26 10:00:00-05:00,2026-05-26,SHORT,target,0.3,31.0
2026-05-26 10:55:00-05:00,2026-05-26,SHORT,target,0.3,24.0
2026-05-26 12:25:00-05:00,2026-05-26,SHORT,target,0.3,7.0
2026-05-28 09:45:00-05:00,2026-05-28,SHORT,stop,-0.3,8.0
2026-05-29 09:20:00-05:00,2026-05-29,SHORT,stop,-0.3,6.0
2026-05-29 13:45:00-05:00,2026-05-29,SHORT,scratch,-0.013166751170968181,9.0
2026-06-02 09:15:00-05:00,2026-06-02,SHORT,target,0.3,40.0
2026-06-02 09:20:00-05:00,2026-06-02,SHORT,stop,-0.3,8.0
2026-06-02 10:50:00-05:00,2026-06-02,SHORT,target,0.3,8.0
2026-06-02 10:55:00-05:00,2026-06-02,SHORT,target,0.3,8.0
2026-06-03 12:10:00-05:00,2026-06-03,SHORT,scratch,-0.16066295871060024,28.0
2026-06-05 12:05:00-05:00,2026-06-05,SHORT,target,0.3,13.0
2026-06-05 13:00:00-05:00,2026-06-05,SHORT,target,0.3,6.0
2026-06-08 09:20:00-05:00,2026-06-08,SHORT,stop,-0.3,7.0
2026-06-09 08:50:00-05:00,2026-06-09,SHORT,target,0.3,4.0
2026-06-09 09:15:00-05:00,2026-06-09,SHORT,target,0.3,5.0
2026-06-09 09:35:00-05:00,2026-06-09,SHORT,target,0.3,1.0
2026-06-10 09:25:00-05:00,2026-06-10,SHORT,target,0.3,4.0
2026-06-10 09:45:00-05:00,2026-06-10,SHORT,target,0.3,2.0
2026-06-10 12:05:00-05:00,2026-06-10,SHORT,target,0.3,5.0
2026-06-11 09:00:00-05:00,2026-06-11,SHORT,target,0.3,1.0
2026-06-12 10:35:00-05:00,2026-06-12,SHORT,stop,-0.3,8.0
2026-06-15 09:20:00-05:00,2026-06-15,SHORT,target,0.3,23.0
2026-06-16 09:15:00-05:00,2026-06-16,SHORT,stop,-0.3,19.0
2026-06-17 13:00:00-05:00,2026-06-17,SHORT,target,0.3,1.0
2026-06-17 13:05:00-05:00,2026-06-17,SHORT,target,0.3,1.0
2026-06-17 13:50:00-05:00,2026-06-17,SHORT,target,0.3,1.0
2026-06-18 09:25:00-05:00,2026-06-18,SHORT,target,0.3,13.0
2026-06-18 13:45:00-05:00,2026-06-18,SHORT,target,0.3,4.0
2026-06-22 10:15:00-05:00,2026-06-22,SHORT,target,0.3,6.0
2026-06-22 12:30:00-05:00,2026-06-22,SHORT,stop,-0.3,15.0
2026-06-24 13:35:00-05:00,2026-06-24,SHORT,scratch,-0.01094086242704214,11.0
2026-06-25 09:20:00-05:00,2026-06-25,SHORT,stop,-0.3,1.0
2026-06-25 11:00:00-05:00,2026-06-25,SHORT,target,0.3,9.0
2026-06-25 13:30:00-05:00,2026-06-25,SHORT,scratch,0.0027043186980222527,12.0
2026-06-29 12:25:00-05:00,2026-06-29,SHORT,target,0.3,18.0
2026-07-01 11:40:00-05:00,2026-07-01,SHORT,target,0.3,21.0
2026-07-02 09:20:00-05:00,2026-07-02,SHORT,target,0.3,26.0
2026-07-02 11:00:00-05:00,2026-07-02,SHORT,target,0.3,6.0
2026-07-06 09:00:00-05:00,2026-07-06,SHORT,target,0.3,8.0
2026-07-07 08:45:00-05:00,2026-07-07,SHORT,target,0.3,2.0
2026-07-07 08:50:00-05:00,2026-07-07,SHORT,target,0.3,2.0
2026-07-07 08:55:00-05:00,2026-07-07,SHORT,target,0.3,9.0
2026-07-07 09:20:00-05:00,2026-07-07,SHORT,target,0.3,18.0
2026-07-07 13:50:00-05:00,2026-07-07,SHORT,target,0.3,3.0
2026-07-10 09:30:00-05:00,2026-07-10,SHORT,stop,-0.3,3.0
2026-07-10 13:35:00-05:00,2026-07-10,SHORT,scratch,-0.048972112994144924,11.0
2026-07-14 13:40:00-05:00,2026-07-14,SHORT,scratch,-0.09832606471813195,10.0
2026-07-15 09:20:00-05:00,2026-07-15,SHORT,target,0.3,10.0
