time,date,dir,result,pnl,hold
2026-05-06 10:00:00+05:30,2026-05-06,SHORT,target,0.3,28.0
2026-05-06 10:50:00+05:30,2026-05-06,SHORT,target,0.3,20.0
2026-05-06 11:00:00+05:30,2026-05-06,SHORT,target,0.3,21.0
2026-05-06 11:35:00+05:30,2026-05-06,SHORT,target,0.3,14.0
2026-05-06 12:15:00+05:30,2026-05-06,SHORT,target,0.3,6.0
2026-05-07 12:50:00+05:30,2026-05-07,SHORT,target,0.3,5.0
2026-05-08 12:05:00+05:30,2026-05-08,SHORT,scratch,-0.054772281592601876,40.0
2026-05-12 12:30:00+05:30,2026-05-12,SHORT,target,0.3,30.0
2026-05-14 10:45:00+05:30,2026-05-14,SHORT,stop,-0.3,7.0
2026-05-15 09:45:00+05:30,2026-05-15,SHORT,target,0.3,18.0
2026-05-15 09:55:00+05:30,2026-05-15,SHORT,target,0.3,16.0
2026-05-15 11:00:00+05:30,2026-05-15,SHORT,target,0.3,4.0
2026-05-15 11:15:00+05:30,2026-05-15,SHORT,target,0.3,42.0
2026-05-15 12:05:00+05:30,2026-05-15,SHORT,target,0.3,32.0
2026-05-19 09:45:00+05:30,2026-05-19,SHORT,scratch,0.14515413483706052,48.0
2026-05-19 10:45:00+05:30,2026-05-19,SHORT,target,0.3,38.0
2026-05-21 09:55:00+05:30,2026-05-21,SHORT,target,0.3,16.0
2026-05-21 12:20:00+05:30,2026-05-21,SHORT,target,0.3,8.0
2026-05-21 12:25:00+05:30,2026-05-21,SHORT,scratch,0.029839308155952378,36.0
2026-05-22 12:15:00+05:30,2026-05-22,SHORT,target,0.3,30.0
2026-05-22 12:20:00+05:30,2026-05-22,SHORT,scratch,-0.018551787234784758,37.0
2026-05-22 13:30:00+05:30,2026-05-22,SHORT,target,0.3,7.0
2026-05-29 10:20:00+05:30,2026-05-29,SHORT,target,0.3,22.0
2026-06-01 11:55:00+05:30,2026-06-01,SHORT,target,0.3,27.0
2026-06-04 12:15:00+05:30,2026-06-04,SHORT,target,0.3,11.0
2026-06-04 12:30:00+05:30,2026-06-04,SHORT,target,0.3,9.0
2026-06-05 10:10:00+05:30,2026-06-05,SHORT,target,0.3,5.0
2026-06-05 10:30:00+05:30,2026-06-05,SHORT,target,0.3,1.0
2026-06-05 10:35:00+05:30,2026-06-05,SHORT,stop,-0.3,5.0
2026-06-05 11:05:00+05:30,2026-06-05,SHORT,target,0.3,10.0
2026-06-05 11:20:00+05:30,2026-06-05,SHORT,target,0.3,18.0
2026-06-05 11:50:00+05:30,2026-06-05,SHORT,target,0.3,18.0
2026-06-05 12:30:00+05:30,2026-06-05,SHORT,target,0.3,10.0
2026-06-08 11:50:00+05:30,2026-06-08,SHORT,target,0.3,38.0
2026-06-09 09:35:00+05:30,2026-06-09,SHORT,target,0.3,14.0
2026-06-10 11:15:00+05:30,2026-06-10,SHORT,target,0.3,39.0
2026-06-10 12:00:00+05:30,2026-06-10,SHORT,target,0.3,30.0
2026-06-10 12:40:00+05:30,2026-06-10,SHORT,stop,-0.3,5.0
2026-06-15 11:00:00+05:30,2026-06-15,SHORT,target,0.3,16.0
2026-06-18 10:35:00+05:30,2026-06-18,SHORT,scratch,-0.04761385831524063,48.0
2026-06-23 11:30:00+05:30,2026-06-23,SHORT,target,0.3,5.0
2026-06-30 10:55:00+05:30,2026-06-30,SHORT,stop,-0.3,5.0
2026-07-01 10:40:00+05:30,2026-07-01,SHORT,scratch,-0.17989014791951113,48.0
2026-07-01 11:30:00+05:30,2026-07-01,SHORT,scratch,-0.018335158645547488,47.0
2026-07-01 12:00:00+05:30,2026-07-01,SHORT,scratch,0.051278118563685034,41.0
2026-07-07 10:15:00+05:30,2026-07-07,SHORT,scratch,0.13660395888190122,48.0
2026-07-07 12:00:00+05:30,2026-07-07,SHORT,target,0.3,14.0
2026-07-07 12:30:00+05:30,2026-07-07,SHORT,target,0.3,32.0
2026-07-07 13:10:00+05:30,2026-07-07,SHORT,target,0.3,27.0
2026-07-08 12:05:00+05:30,2026-07-08,SHORT,target,0.3,20.0
