config,trades,trades_per_day,wins,stops,scratch,win_rate,tp_before_sl,profit_factor,net_pct,max_drawdown_pct,avg_hold_min
LONG:vwap_reclaim+above_vwap|nk0.8|vm1.2|mid_1030_1300,11,0.18,11,0,0,100.0,100.0,inf,3.3,0.0,9.5
SHORT:adi_dn+below_pivot+orb_break_dn|nk0.0|vm0.8|pm_1130_1400,7,0.12,7,0,0,100.0,100.0,inf,2.1,0.0,6.4
LONG:above_pivot+vwap_lo_bounce|nk0.8|vm1.2|pm_1130_1400,6,0.1,6,0,0,100.0,100.0,inf,1.8,0.0,12.5
LONG:macd_x_up+hist_turn_up|nk0.0|vm1.2|am_0845_1130,5,0.08,5,0,0,100.0,100.0,inf,1.5,0.0,5.0
SHORT:vwap_loss+adi_dn+below_pivot|nk0.0|vm0.8|mid_1030_1300,5,0.08,5,0,0,100.0,100.0,inf,1.5,0.0,7.0
SHORT:vwap_loss+adi_dn+hist_turn_dn|nk0.0|vm0.8|mid_1030_1300,5,0.08,5,0,0,100.0,100.0,inf,1.5,0.0,7.0
SHORT:vwap_loss+hist_turn_dn+cvd_dn|nk0.0|vm0.8|mid_1030_1300,5,0.08,5,0,0,100.0,100.0,inf,1.5,0.0,6.0
