time,date,dir,result,pnl,hold
2026-06-04 12:05:00-05:00,2026-06-04,LONG,target,0.3,12.0
2026-06-04 12:15:00-05:00,2026-06-04,LONG,target,0.3,9.0
2026-06-08 09:15:00-05:00,2026-06-08,LONG,target,0.3,2.0
2026-06-10 09:15:00-05:00,2026-06-10,LONG,target,0.3,1.0
2026-06-11 12:25:00-05:00,2026-06-11,LONG,target,0.3,1.0
2026-06-12 09:00:00-05:00,2026-06-12,LONG,target,0.3,1.0
2026-06-12 09:50:00-05:00,2026-06-12,LONG,target,0.3,4.0
2026-06-17 13:05:00-05:00,2026-06-17,LONG,target,0.3,6.0
2026-06-17 13:40:00-05:00,2026-06-17,LONG,stop,-0.3,2.0
2026-06-24 09:30:00-05:00,2026-06-24,LONG,target,0.3,3.0
2026-06-26 08:50:00-05:00,2026-06-26,LONG,target,0.3,1.0
2026-06-29 09:20:00-05:00,2026-06-29,LONG,target,0.3,1.0
2026-07-01 08:45:00-05:00,2026-07-01,LONG,target,0.3,3.0
2026-07-01 09:45:00-05:00,2026-07-01,LONG,target,0.3,6.0
2026-07-01 12:05:00-05:00,2026-07-01,LONG,scratch,0.104434245173229,29.0
2026-07-01 13:15:00-05:00,2026-07-01,LONG,scratch,0.17358702569798004,15.0
2026-07-10 09:30:00-05:00,2026-07-10,LONG,target,0.3,9.0
2026-07-10 09:35:00-05:00,2026-07-10,LONG,stop,-0.3,6.0
2026-07-13 09:20:00-05:00,2026-07-13,LONG,stop,-0.3,23.0
2026-07-14 09:30:00-05:00,2026-07-14,LONG,stop,-0.3,4.0
2026-07-14 11:20:00-05:00,2026-07-14,LONG,target,0.3,10.0
2026-07-15 09:35:00-05:00,2026-07-15,LONG,stop,-0.3,18.0
2026-07-15 09:45:00-05:00,2026-07-15,LONG,stop,-0.3,6.0
2026-07-15 09:55:00-05:00,2026-07-15,LONG,stop,-0.3,4.0
2026-07-15 12:25:00-05:00,2026-07-15,LONG,target,0.3,5.0
2026-04-21 09:10:00-05:00,2026-04-21,SHORT,target,0.3,8.0
2026-04-21 09:15:00-05:00,2026-04-21,SHORT,target,0.3,8.0
2026-04-21 09:40:00-05:00,2026-04-21,SHORT,target,0.3,3.0
2026-04-29 10:05:00-05:00,2026-04-29,SHORT,target,0.3,17.0
2026-04-29 10:50:00-05:00,2026-04-29,SHORT,stop,-0.3,40.0
2026-05-07 10:50:00-05:00,2026-05-07,SHORT,target,0.3,3.0
2026-05-18 13:10:00-05:00,2026-05-18,SHORT,target,0.3,7.0
2026-05-20 08:45:00-05:00,2026-05-20,SHORT,target,0.3,5.0
2026-05-20 08:50:00-05:00,2026-05-20,SHORT,stop,-0.3,5.0
2026-05-29 09:15:00-05:00,2026-05-29,SHORT,target,0.3,5.0
2026-05-29 09:20:00-05:00,2026-05-29,SHORT,target,0.3,4.0
2026-05-29 11:15:00-05:00,2026-05-29,SHORT,target,0.3,20.0
2026-06-05 12:05:00-05:00,2026-06-05,SHORT,target,0.3,13.0
2026-06-05 13:15:00-05:00,2026-06-05,SHORT,target,0.3,5.0
2026-06-09 08:55:00-05:00,2026-06-09,SHORT,target,0.3,3.0
2026-06-09 09:00:00-05:00,2026-06-09,SHORT,target,0.3,2.0
2026-06-09 09:05:00-05:00,2026-06-09,SHORT,target,0.3,1.0
2026-06-10 09:45:00-05:00,2026-06-10,SHORT,target,0.3,2.0
2026-06-10 13:35:00-05:00,2026-06-10,SHORT,target,0.3,8.0
2026-06-11 09:05:00-05:00,2026-06-11,SHORT,target,0.3,1.0
2026-06-22 08:50:00-05:00,2026-06-22,SHORT,stop,-0.3,2.0
2026-06-22 09:15:00-05:00,2026-06-22,SHORT,target,0.3,2.0
2026-06-29 09:00:00-05:00,2026-06-29,SHORT,target,0.3,1.0
2026-07-02 09:05:00-05:00,2026-07-02,SHORT,target,0.3,3.0
2026-07-02 12:00:00-05:00,2026-07-02,SHORT,stop,-0.3,14.0
2026-07-14 09:05:00-05:00,2026-07-14,SHORT,target,0.3,2.0
2026-07-14 09:10:00-05:00,2026-07-14,SHORT,target,0.3,1.0
2026-07-15 11:05:00-05:00,2026-07-15,SHORT,target,0.3,5.0
2026-07-15 13:45:00-05:00,2026-07-15,SHORT,scratch,0.02653665467034896,8.0
