time,date,dir,result,pnl,hold
2026-06-08 10:50:00-05:00,2026-06-08,SHORT,target,0.4,14.0
2026-06-09 08:45:00-05:00,2026-06-09,SHORT,target,0.4,6.0
2026-06-09 09:00:00-05:00,2026-06-09,SHORT,target,0.4,3.0
2026-06-09 09:10:00-05:00,2026-06-09,SHORT,target,0.4,5.0
2026-06-09 09:45:00-05:00,2026-06-09,SHORT,target,0.4,7.0
2026-06-16 11:50:00-05:00,2026-06-16,SHORT,scratch,0.13003843112796729,32.0
2026-06-16 13:05:00-05:00,2026-06-16,SHORT,scratch,0.1604296638663797,17.0
2026-06-16 13:25:00-05:00,2026-06-16,SHORT,scratch,0.18885400681718714,13.0
2026-06-18 12:35:00-05:00,2026-06-18,SHORT,target,0.4,6.0
2026-06-26 10:30:00-05:00,2026-06-26,SHORT,target,0.4,21.0
2026-06-26 13:50:00-05:00,2026-06-26,SHORT,target,0.4,6.0
2026-06-30 12:15:00-05:00,2026-06-30,SHORT,target,0.4,16.0
2026-07-01 10:30:00-05:00,2026-07-01,SHORT,target,0.4,1.0
2026-07-02 12:40:00-05:00,2026-07-02,SHORT,target,0.4,17.0
2026-07-07 09:15:00-05:00,2026-07-07,SHORT,target,0.4,2.0
2026-07-16 11:55:00-05:00,2026-07-16,SHORT,target,0.4,12.0
2026-07-16 12:55:00-05:00,2026-07-16,SHORT,target,0.4,4.0
2026-07-16 13:05:00-05:00,2026-07-16,SHORT,target,0.4,2.0
2026-07-20 12:10:00-05:00,2026-07-20,SHORT,target,0.4,18.0
2026-07-20 12:35:00-05:00,2026-07-20,SHORT,target,0.4,13.0
2026-07-20 13:20:00-05:00,2026-07-20,SHORT,target,0.4,4.0
2026-07-20 13:25:00-05:00,2026-07-20,SHORT,target,0.4,3.0
2026-07-21 12:15:00-05:00,2026-07-21,SHORT,scratch,0.2773772058283823,27.0
2026-07-24 12:35:00-05:00,2026-07-24,SHORT,target,0.4,11.0
2026-07-27 08:55:00-05:00,2026-07-27,SHORT,target,0.4,10.0
2026-07-27 09:20:00-05:00,2026-07-27,SHORT,target,0.4,5.0
2026-07-27 09:25:00-05:00,2026-07-27,SHORT,stop,-0.4,1.0
2026-07-27 10:30:00-05:00,2026-07-27,SHORT,target,0.4,8.0
2026-07-28 12:05:00-05:00,2026-07-28,SHORT,target,0.4,27.0
2026-07-29 10:50:00-05:00,2026-07-29,SHORT,target,0.4,3.0
2026-07-30 11:15:00-05:00,2026-07-30,SHORT,target,0.4,13.0
